INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,DEMOSTK,28-MAY-2026,1520,PE,123.47,125.11,121.78,121.93,121.93,1280,39.02,8110,-4899,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,CE,3.17,4.6,0.05,1.88,1.88,296,0.14,33823,3907,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,PE,139.96,141.84,137.4,139.49,139.49,2492,86.9,45628,-3641,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1560,CE,3.52,4.89,0.56,2.85,2.85,465,0.33,44490,-2030,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1560,PE,159.97,160.58,157.18,160.28,160.28,104,4.17,25174,-2728,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1580,CE,6.08,6.85,4.92,5.83,5.83,1777,2.59,3244,217,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1580,PE,173.66,175.39,170.65,173.39,173.39,2088,90.51,38192,3554,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1600,CE,-0.63,3.32,0.05,0.89,0.89,1707,0.38,30259,-3899,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1600,PE,192.63,194.86,189.82,193.08,193.08,686,33.11,32158,1757,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1620,CE,1.13,4.22,0.05,2.8,2.8,2617,1.83,2017,1995,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1620,PE,213.68,214.05,210.04,212.94,212.94,411,21.88,15302,-3012,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1640,CE,-0.8,3.29,0.05,1.13,1.13,817,0.23,4285,994,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1640,PE,236.86,239.43,233.82,236.01,236.01,395,23.31,20211,4133,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1660,CE,3.28,6.24,2.52,3.44,3.44,265,0.23,48003,-4477,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1660,PE,251.03,254.92,248.58,252.97,252.97,376,23.78,26490,96,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1680,CE,2.26,5.13,0.05,1.86,1.86,2544,1.18,4917,181,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1680,PE,274.69,276.01,272.36,274.39,274.39,643,44.11,8648,951,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1700,CE,3.08,6.83,1.65,4.42,4.42,1904,2.1,18824,4286,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1700,PE,293.37,296.12,291.42,294.25,294.25,2507,184.42,22760,4925,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,CE,118.77,121.16,116.27,120.71,120.71,2444,73.75,29086,-968,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,PE,8.59,10.4,5.16,7.85,7.85,1898,3.72,19566,-4973,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,CE,94.78,96.18,92.02,95.71,95.71,223,5.34,19908,-2696,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,PE,17.77,19.49,15.48,16.3,16.3,2293,9.34,45868,3191,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,CE,75.52,78.84,73.13,77.18,77.18,870,16.79,48329,-1166,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,PE,7.01,9.97,4.88,8.78,8.78,1093,2.4,39429,-4847,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,CE,67.42,67.84,65.0,67.58,67.58,306,5.17,16261,1523,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,PE,17.02,19.68,13.86,15.43,15.43,2002,7.72,34172,4655,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,CE,34.76,36.19,32.34,35.91,35.91,1237,11.11,24778,4467,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,PE,16.22,18.16,15.77,16.61,16.61,232,0.96,33326,1128,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,CE,32.89,34.79,32.64,33.4,33.4,1343,11.21,40138,-4503,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,PE,12.65,12.71,12.47,12.57,12.57,2366,7.44,32871,4612,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,CE,16.87,20.16,15.59,17.82,17.82,1880,8.38,39870,4973,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,PE,38.95,40.04,38.35,39.93,39.93,790,7.89,25785,-3630,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,CE,2.25,5.22,0.13,4.11,4.11,2044,2.1,5206,4798,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,PE,51.97,54.09,50.01,50.28,50.28,1355,17.03,37993,-1180,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,CE,18.16,20.17,15.15,16.33,16.33,1886,7.7,11467,1077,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,PE,77.3,77.97,75.21,75.33,75.33,1098,20.68,24069,-4029,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,CE,21.15,23.66,19.39,19.53,19.53,2152,10.51,47504,2920,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,PE,74.76,78.44,71.94,76.18,76.18,2822,53.74,20581,4663,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,CE,13.25,13.57,11.25,12.22,12.22,1102,3.37,26562,-2967,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,PE,100.5,102.3,98.08,100.98,100.98,2825,71.32,1826,2666,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,CE,11.25,12.58,8.47,12.47,12.47,953,2.97,6097,1112,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,PE,125.8,128.58,125.51,127.24,127.24,1627,51.75,2424,-3769,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,CE,6.78,9.89,5.35,7.42,7.42,2623,4.87,24988,-2661,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,PE,139.2,139.74,136.91,138.26,138.26,642,22.19,29768,-2553,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,CE,3.92,4.74,3.11,4.27,4.27,1264,1.35,22922,-2251,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,PE,154.96,157.89,153.51,156.52,156.52,678,26.53,34649,-4069,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,CE,7.49,10.27,4.66,6.34,6.34,1222,1.94,8811,-777,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,PE,181.53,182.83,178.87,179.65,179.65,1027,46.13,16607,-3402,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,CE,2.92,3.75,0.42,3.26,3.26,1252,1.02,10460,-4738,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,PE,195.92,197.45,194.56,195.89,195.89,2206,108.03,19769,-1956,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,CE,0.83,3.9,0.05,2.67,2.67,790,0.53,10048,-2049,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,PE,214.74,216.35,212.94,215.82,215.82,408,22.01,40882,3117,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,CE,3.46,5.17,1.45,4.76,4.76,2624,3.12,13594,4550,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,PE,232.75,236.79,231.19,234.71,234.71,276,16.19,34977,695,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,CE,3.91,6.5,1.06,2.54,2.54,113,0.07,27838,2808,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,PE,254.46,255.21,252.11,253.8,253.8,1553,98.54,3403,-2322,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,CE,4.75,7.32,3.38,4.45,4.45,1875,2.09,34792,-3832,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,PE,274.6,277.05,271.14,273.74,273.74,1364,93.35,47608,1248,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,CE,5.39,6.26,3.48,3.8,3.8,2076,1.97,30257,3410,05-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,PE,294.46,294.86,292.51,293.24,293.24,412,30.2,15660,-2012,05-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1300,CE,113.94,116.36,111.07,114.69,114.69,129,3.7,7322,-1804,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1300,PE,5.74,7.65,3.0,4.39,4.39,1026,1.13,47048,2277,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1320,CE,95.88,98.03,94.26,94.4,94.4,554,13.07,31464,3087,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1320,PE,10.0,10.33,8.59,8.95,8.95,610,1.36,36494,4696,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1340,CE,75.4,78.5,74.01,76.49,76.49,1674,32.01,11769,-4697,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1340,PE,14.43,16.14,11.91,14.88,14.88,2202,8.19,3372,1482,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1360,CE,66.54,69.42,65.34,68.33,68.33,1422,24.29,47892,2136,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1360,PE,15.37,18.33,14.15,15.11,15.11,1690,6.38,37770,-4123,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1380,CE,37.87,41.32,36.81,39.28,39.28,1779,17.47,44458,-4811,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1380,PE,8.77,8.98,7.35,8.65,8.65,2117,4.58,44852,-4659,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1400,CE,17.88,19.39,14.89,18.2,18.2,1908,8.68,42498,-4234,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1400,PE,19.07,21.72,17.43,17.53,17.53,2677,11.73,41693,-646,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1420,CE,20.21,22.09,17.3,19.72,19.72,196,0.97,41714,-3354,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1420,PE,16.23,17.53,13.3,16.15,16.15,1227,4.95,8408,3,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1440,CE,7.13,8.64,4.25,8.46,8.46,2154,4.56,18590,-3616,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1440,PE,39.32,39.77,38.81,39.18,39.18,588,5.76,20241,1660,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1460,CE,10.33,13.44,8.11,11.23,11.23,1226,3.44,30762,4993,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1460,PE,60.63,62.9,58.98,61.74,61.74,1552,23.96,31204,3978,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1480,CE,6.24,8.79,6.15,6.33,6.33,1416,2.24,15521,-1907,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1480,PE,77.45,79.68,77.41,77.92,77.92,1494,29.1,11636,-1092,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1500,CE,5.18,6.69,2.54,5.88,5.88,935,1.37,20366,-4068,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1500,PE,98.73,100.3,96.12,100.1,100.1,1852,46.35,44104,-3984,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1520,CE,8.57,9.63,4.94,7.23,7.23,2183,3.95,15756,-2469,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1520,PE,115.53,115.95,114.25,114.86,114.86,2551,73.25,19136,3483,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,CE,3.73,6.5,0.05,2.3,2.3,1150,0.66,42331,-2915,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,PE,132.36,135.18,130.71,133.95,133.95,531,17.78,33629,1512,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1560,CE,8.92,10.17,6.28,8.63,8.63,2595,5.6,40802,-3181,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1560,PE,152.64,154.2,150.47,152.83,152.83,1249,47.72,24131,1400,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1580,CE,4.6,6.54,4.2,4.22,4.22,2096,2.21,25947,2275,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1580,PE,171.67,174.08,170.21,171.52,171.52,1594,68.35,39114,-1200,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1600,CE,2.81,3.78,0.05,1.13,1.13,1043,0.29,22352,-1653,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1600,PE,195.54,198.41,193.89,193.97,193.97,1100,53.34,38023,3148,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1620,CE,1.88,2.82,0.05,1.73,1.73,1840,0.8,34911,3474,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1620,PE,211.79,213.46,211.67,212.07,212.07,2819,149.46,24010,2423,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1640,CE,4.91,6.49,3.9,4.2,4.2,1583,1.66,33827,1568,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1640,PE,233.48,233.94,231.21,231.77,231.77,1775,102.85,32897,1580,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1660,CE,2.77,5.76,1.24,2.27,2.27,2221,1.26,49920,-3489,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1660,PE,249.22,252.89,246.74,249.95,249.95,2149,134.29,12507,-3190,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1680,CE,2.27,4.12,0.05,3.09,3.09,2134,1.65,28583,-2438,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1680,PE,272.56,273.18,268.62,271.3,271.3,1738,117.88,12954,-4015,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1700,CE,3.4,4.46,0.05,2.99,2.99,2657,1.99,48373,-4307,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1700,PE,289.97,291.94,287.84,291.93,291.93,2314,168.88,1256,-12,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,CE,117.63,119.29,117.54,119.24,119.24,767,22.86,33627,4064,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,PE,11.88,14.57,8.86,10.4,10.4,638,1.66,38648,-1748,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,CE,99.1,101.08,96.82,100.61,100.61,486,12.22,2902,-3360,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,PE,5.59,7.06,2.4,3.8,3.8,1813,1.72,5070,-4796,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,CE,87.19,87.62,86.16,86.87,86.87,1178,25.58,12102,-4462,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,PE,6.21,10.52,4.46,7.81,7.81,1479,2.89,13560,2370,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,CE,65.44,68.02,64.25,67.36,67.36,229,3.86,29812,-4106,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,PE,15.0,16.13,12.21,16.0,16.0,760,3.04,21630,-4900,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,CE,56.49,57.4,53.42,55.23,55.23,2079,28.71,5425,-1020,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,PE,19.6,21.35,17.66,18.9,18.9,1682,7.95,47646,2936,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,CE,17.14,17.4,15.16,15.67,15.67,1602,6.28,13225,-4875,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,PE,27.1,29.62,26.76,27.94,27.94,2236,15.62,26270,503,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,CE,12.24,14.35,9.76,13.98,13.98,1488,5.2,37296,-987,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,PE,22.16,23.32,20.85,22.29,22.29,1193,6.65,44533,-4586,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,CE,10.02,13.52,9.74,11.4,11.4,1154,3.29,36708,-2907,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,PE,44.89,47.4,44.17,45.02,45.02,1556,17.51,24128,-1454,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,CE,17.85,21.22,17.23,18.34,18.34,1999,9.17,34084,-1651,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,PE,56.5,57.08,54.38,56.69,56.69,1118,15.84,40056,2214,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,CE,13.45,14.72,11.63,13.98,13.98,920,3.22,9225,-2989,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,PE,82.76,86.95,80.55,84.39,84.39,1626,34.3,2881,4300,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,CE,3.07,7.14,0.99,5.01,5.01,998,1.25,22039,-1915,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,PE,100.85,104.1,99.77,102.41,102.41,2099,53.74,20461,-1841,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,CE,2.48,3.91,2.1,3.23,3.23,2985,2.41,27147,-374,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,PE,117.58,118.97,114.32,116.2,116.2,2624,76.23,9661,-470,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,CE,3.64,6.57,1.57,4.17,4.17,1739,1.81,2655,2578,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,PE,135.17,136.23,131.89,133.78,133.78,794,26.56,20102,-3113,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,CE,4.91,5.57,2.44,4.47,4.47,1707,1.91,3621,4970,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,PE,150.83,152.95,149.69,152.04,152.04,210,7.98,37198,94,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,CE,8.39,10.08,5.94,6.62,6.62,2089,3.46,47965,3532,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,PE,171.9,174.21,170.85,172.16,172.16,53,2.28,8331,-309,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,CE,8.22,9.98,4.63,6.72,6.72,1051,1.77,45634,-3179,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,PE,189.2,192.26,188.16,189.93,189.93,402,19.09,28343,1449,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,CE,6.45,7.11,4.41,5.99,5.99,1479,2.21,28785,2250,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,PE,215.12,217.34,211.86,214.35,214.35,2622,140.51,42022,2418,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,CE,4.16,4.78,1.43,3.45,3.45,572,0.49,33080,-1899,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,PE,230.55,232.97,228.96,229.74,229.74,2288,131.41,11727,-1134,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,CE,2.63,3.81,1.56,3.63,3.63,1736,1.58,7064,-1701,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,PE,251.37,254.88,249.91,252.82,252.82,2027,128.12,16589,-1040,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,CE,1.6,2.0,0.05,0.83,0.83,2909,0.6,20619,-2815,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,PE,272.68,275.8,271.68,274.11,274.11,533,36.53,36930,1957,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,CE,3.43,6.75,1.63,4.75,4.75,1938,2.3,27614,-1620,06-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,PE,289.27,291.19,288.65,290.11,290.11,297,21.54,19407,-21,06-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1300,CE,119.35,120.69,118.2,118.54,118.54,1379,40.87,30168,2678,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1300,PE,6.26,8.77,6.12,7.1,7.1,1969,3.49,32819,-3625,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1320,CE,104.58,107.47,103.79,105.25,105.25,2692,70.83,33038,2114,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1320,PE,8.38,9.35,6.16,7.24,7.24,422,0.76,43238,-315,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1340,CE,86.78,88.74,84.29,85.04,85.04,1057,22.47,6121,-2729,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1340,PE,9.58,12.67,9.14,11.48,11.48,1556,4.47,13172,3608,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1360,CE,70.98,71.49,66.92,69.27,69.27,1321,22.88,49648,352,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1360,PE,8.16,9.23,6.88,7.57,7.57,608,1.15,37119,1050,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1380,CE,49.62,50.78,49.3,50.61,50.61,2623,33.19,47240,1606,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1380,PE,18.35,19.83,15.07,16.57,16.57,695,2.88,20632,4873,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1400,CE,25.98,29.72,25.49,27.66,27.66,1865,12.9,42730,1576,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1400,PE,2.32,5.48,1.75,4.16,4.16,1575,1.64,1183,-4476,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1420,CE,19.17,21.53,16.47,17.75,17.75,1210,5.37,5718,-4094,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1420,PE,16.52,17.86,15.2,16.84,16.84,2778,11.7,12552,-2306,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1440,CE,6.75,11.14,4.72,8.73,8.73,2374,5.18,13806,2681,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1440,PE,28.11,30.2,25.2,28.82,28.82,2612,18.82,11116,1575,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1460,CE,17.14,19.57,16.48,16.66,16.66,2820,11.75,22727,4980,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1460,PE,57.3,58.56,55.93,57.04,57.04,2739,39.06,43425,-2758,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1480,CE,5.48,8.77,5.4,6.11,6.11,823,1.26,15580,2329,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1480,PE,74.89,78.04,73.23,76.3,76.3,1755,33.48,24593,3683,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1500,CE,4.51,5.52,3.83,4.74,4.74,880,1.04,36921,-3161,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1500,PE,90.77,92.72,88.86,89.42,89.42,2795,62.48,17485,3016,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1520,CE,3.85,5.64,1.76,4.02,4.02,2152,2.16,39565,4287,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1520,PE,107.01,107.6,105.69,107.38,107.38,2110,56.64,37081,3310,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,CE,8.94,9.28,4.94,7.91,7.91,2160,4.27,7690,2536,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,PE,133.44,134.38,130.56,133.87,133.87,2356,78.85,32136,-3475,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1560,CE,3.32,3.49,1.51,2.22,2.22,1575,0.87,3735,-4752,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1560,PE,153.28,154.66,151.1,151.46,151.46,605,22.91,28916,-3564,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1580,CE,6.29,7.98,2.05,4.8,4.8,1502,1.8,12010,1012,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1580,PE,169.85,172.77,167.81,170.48,170.48,1097,46.75,9042,-1080,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1600,CE,3.45,6.29,0.33,2.5,2.5,228,0.14,40570,790,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1600,PE,186.31,188.72,185.77,186.11,186.11,2815,130.97,16889,-829,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1620,CE,2.63,2.69,0.05,1.85,1.85,1851,0.86,8443,-4657,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1620,PE,205.55,208.03,205.1,207.25,207.25,1237,64.09,46033,1239,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1640,CE,3.95,4.7,0.61,3.6,3.6,1150,1.03,30103,-4774,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1640,PE,227.54,229.0,224.11,225.56,225.56,179,10.09,3323,-3778,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1660,CE,2.49,4.53,0.05,1.22,1.22,1998,0.61,11373,2349,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1660,PE,248.39,250.22,246.67,246.9,246.9,1398,86.29,35620,-1456,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1680,CE,0.21,3.56,0.05,1.69,1.69,1528,0.65,48660,2663,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1680,PE,266.55,269.49,265.61,266.68,266.68,1424,94.94,38955,2920,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1700,CE,-0.15,3.15,0.05,1.77,1.77,235,0.1,42344,-2611,07-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1700,PE,286.69,289.27,286.5,288.12,288.12,1123,80.89,24385,4321,07-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,CE,125.64,126.06,123.2,125.3,125.3,2346,73.49,7242,-1736,07-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,PE,13.55,15.45,11.93,13.02,13.02,1203,3.92,16600,-2688,07-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,CE,107.77,110.84,105.55,108.55,108.55,2134,57.91,42629,-983,07-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,PE,8.32,9.54,7.94,8.12,8.12,1431,2.9,45024,295,07-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,CE,95.09,96.6,91.28,93.96,93.96,1011,23.75,23887,-2530,07-MAY-2026
